student_id,archetype,t,true_state,state_name,concept_coverage,semantic_correctness,misconception_score,explanation_depth,response_effort,attention,confidence,difficulty
35,strong,7,4,Confident,0.6037,0.8065,0.0869,0.7408,0.9822,0.8017,1.0,0.284
35,strong,8,4,Confident,0.9079,0.9869,0.0556,0.8595,0.794,0.7625,0.9026,0.5405
36,disengaged,0,0,Not Trying,0.164,0.1512,0.0,0.112,0.0,0.3911,0.322,0.63
36,disengaged,1,1,Unclear,0.0947,0.3761,0.3466,0.241,0.3602,0.8598,0.4585,0.8364
36,disengaged,2,0,Not Trying,0.1979,0.131,0.0,0.0274,0.1574,0.0739,0.2771,0.4101
36,disengaged,3,0,Not Trying,0.1249,0.2152,0.1622,0.0455,0.0837,0.0459,0.0158,0.5195
36,disengaged,4,0,Not Trying,0.1709,0.3071,0.257,0.0,0.0177,0.2624,0.6291,0.6924
36,disengaged,5,0,Not Trying,0.0112,0.0617,0.1789,0.0,0.0314,0.1851,0.5071,0.4539
36,disengaged,6,1,Unclear,0.3004,0.2801,0.3543,0.2896,0.3172,0.6027,0.1507,0.6328
36,disengaged,7,1,Unclear,0.1886,0.1891,0.4169,0.4348,0.3446,0.2451,0.4418,0.4842
36,disengaged,8,1,Unclear,0.1613,0.234,0.3058,0.278,0.2727,0.5765,0.292,0.8274
37,inconsistent,0,2,Struggling but Trying,0.3634,0.3353,0.3291,0.5074,0.4653,0.7304,0.2829,0.9548
37,inconsistent,1,1,Unclear,0.1059,0.461,0.4857,0.2106,0.2741,0.5801,0.0475,0.458
37,inconsistent,2,2,Struggling but Trying,0.605,0.4564,0.3101,0.6861,1.0,0.725,0.3978,0.9869
37,inconsistent,3,1,Unclear,0.3528,0.2482,0.3602,0.2709,0.235,0.3722,0.3859,0.8294
37,inconsistent,4,3,Understanding,0.707,0.7571,0.0228,0.7388,0.7983,1.0,0.6011,0.3904
37,inconsistent,5,4,Confident,0.9619,0.7965,0.0097,0.8649,0.6507,0.7466,0.8616,0.3795
37,inconsistent,6,3,Understanding,0.5158,0.5083,0.0,0.4924,0.6814,0.5954,0.5586,0.3494
37,inconsistent,7,1,Unclear,0.3823,0.4162,0.3516,0.2447,0.298,0.5426,0.4259,0.582
37,inconsistent,8,2,Struggling but Trying,0.2468,0.5212,0.3762,0.5164,0.968,0.6854,0.4283,0.7453
38,disengaged,0,0,Not Trying,0.1348,0.2878,0.0998,0.1478,0.0,0.2996,0.2009,0.6418
38,disengaged,1,0,Not Trying,0.0378,0.0,0.0452,0.1978,0.1264,0.2324,0.4311,0.563
38,disengaged,2,1,Unclear,0.3419,0.5022,0.3859,0.4086,0.3131,0.4218,0.5719,0.7281
38,disengaged,3,3,Understanding,0.7124,0.6413,0.1211,0.8223,0.7666,0.5275,0.622,0.6817
38,disengaged,4,1,Unclear,0.3044,0.3286,0.17,0.5272,0.4319,0.4909,0.3017,0.8407
38,disengaged,5,0,Not Trying,0.1648,0.2042,0.1245,0.0675,0.039,0.3359,0.1875,0.2891
38,disengaged,6,0,Not Trying,0.1131,0.198,0.1408,0.0115,0.1545,0.1941,0.2367,0.4595
38,disengaged,7,1,Unclear,0.0765,0.4,0.1821,0.287,0.298,0.2289,0.4006,0.6506
39,fast_learner,0,3,Understanding,0.7359,0.7046,0.2528,0.8519,0.836,0.6276,0.6762,0.5071
39,fast_learner,1,3,Understanding,0.7469,0.9273,0.184,0.8268,0.7219,0.7405,0.6996,0.3439
39,fast_learner,2,3,Understanding,0.8266,0.8372,0.0209,0.7662,0.6896,0.7942,0.7098,0.5793
39,fast_learner,3,4,Confident,1.0,0.8809,0.1124,0.7,1.0,0.8611,0.9427,0.0409
39,fast_learner,4,4,Confident,1.0,0.8787,0.0,0.9246,0.6847,0.9835,0.8386,0.2766
39,fast_learner,5,4,Confident,0.7903,0.7507,0.0304,0.8993,0.5903,0.5832,0.9571,0.1716
39,fast_learner,6,4,Confident,0.6943,0.7821,0.0492,0.9116,0.6575,1.0,0.761,0.1612
40,fast_learner,0,2,Struggling but Trying,0.4345,0.6353,0.4466,0.452,0.7449,0.8117,0.2718,0.7428
40,fast_learner,1,3,Understanding,0.814,0.8207,0.0871,0.6243,0.7797,0.6739,0.7265,0.4386
40,fast_learner,2,4,Confident,0.7843,0.9947,0.0344,0.9968,0.6884,0.8379,1.0,0.1125
40,fast_learner,3,4,Confident,0.8963,0.9787,0.0,0.7975,0.6797,0.8349,0.7264,0.2266
40,fast_learner,4,4,Confident,0.7792,0.78,0.0153,0.6285,0.6993,0.8154,0.7981,0.2147
40,fast_learner,5,1,Unclear,0.1844,0.4191,0.4936,0.2443,0.4082,0.4688,0.3975,0.9036
40,fast_learner,6,3,Understanding,0.5227,0.7454,0.2433,0.6234,0.8195,0.6603,0.4569,0.4684
40,fast_learner,7,3,Understanding,0.676,0.8287,0.0,0.4965,0.5762,0.7418,0.6025,0.6319
40,fast_learner,8,4,Confident,0.9295,0.8646,0.0893,0.6966,0.8529,0.6554,0.9586,0.4042
40,fast_learner,9,4,Confident,0.8624,0.89,0.0,0.8363,0.7364,0.7934,0.9418,0.2403
41,inconsistent,0,1,Unclear,0.2662,0.4539,0.2414,0.3211,0.5048,0.2745,0.3734,0.6239
41,inconsistent,1,2,Struggling but Trying,0.3595,0.483,0.4841,0.3983,0.6096,0.6307,0.6246,0.6899
41,inconsistent,2,2,Struggling but Trying,0.4097,0.4056,0.2765,0.845,0.917,0.6891,0.4842,0.6419
41,inconsistent,3,1,Unclear,0.352,0.466,0.4546,0.2436,0.33,0.5975,0.4009,0.6488
41,inconsistent,4,2,Struggling but Trying,0.4614,0.6079,0.1802,0.6267,0.7898,0.8975,0.5134,0.6597
41,inconsistent,5,4,Confident,0.8266,0.9389,0.0,0.7167,0.5314,1.0,0.9573,0.3501
41,inconsistent,6,4,Confident,0.9377,0.8256,0.0336,0.7487,1.0,0.8723,0.7897,0.3105
41,inconsistent,7,3,Understanding,0.8505,0.6339,0.1701,0.7779,0.7462,0.7623,0.6514,0.4427
42,strong,0,3,Understanding,0.6891,0.6214,0.0684,0.782,0.7811,0.8228,0.6165,0.5245
42,strong,1,3,Understanding,0.674,0.797,0.2074,0.5322,0.5973,0.7641,0.8744,0.201
42,strong,2,1,Unclear,0.1124,0.2866,0.3136,0.2495,0.2859,0.5009,0.2804,0.5099
42,strong,3,3,Understanding,0.7753,0.7843,0.0,0.6859,0.7811,0.6159,0.6512,0.4349
42,strong,4,4,Confident,1.0,0.6836,0.2994,0.6902,0.8677,0.9262,0.7206,0.3141
42,strong,5,4,Confident,0.9354,0.8731,0.1696,0.809,0.7299,0.9425,0.9255,0.3451
42,strong,6,4,Confident,0.7755,0.7932,0.0,0.8943,0.8671,0.7798,1.0,0.4279
42,strong,7,3,Understanding,0.6178,0.8575,0.1139,0.6651,0.6592,0.6343,0.4591,0.5323
43,hardworking_struggler,0,1,Unclear,0.301,0.5029,0.3565,0.3687,0.1288,0.4119,0.2104,0.4536
43,hardworking_struggler,1,0,Not Trying,0.0,0.0178,0.0463,0.0,0.1076,0.2397,0.4162,0.5978
43,hardworking_struggler,2,3,Understanding,0.6998,0.7303,0.1712,0.667,0.6523,0.7068,0.5437,0.5048
43,hardworking_struggler,3,1,Unclear,0.1837,0.2838,0.229,0.4175,0.3594,0.3878,0.4551,0.6271
43,hardworking_struggler,4,2,Struggling but Trying,0.5521,0.4463,0.2591,0.5549,0.8871,0.8026,0.2441,0.8207
43,hardworking_struggler,5,3,Understanding,0.8888,0.6999,0.0,0.6929,0.9334,0.9549,0.888,0.3174
43,hardworking_struggler,6,1,Unclear,0.1778,0.3724,0.2227,0.2227,0.2689,0.6168,0.4541,0.736
44,inconsistent,0,1,Unclear,0.337,0.4678,0.4556,0.2094,0.0213,0.2703,0.5348,0.6478
44,inconsistent,1,2,Struggling but Trying,0.6143,0.6265,0.3024,0.5148,0.7341,0.8295,0.608,0.8049
44,inconsistent,2,3,Understanding,0.8169,0.583,0.1955,0.6147,0.3981,0.4733,0.5176,0.5191
44,inconsistent,3,1,Unclear,0.2684,0.5451,0.2231,0.2967,0.3865,0.4043,0.3537,0.492
44,inconsistent,4,4,Confident,0.8118,1.0,0.0468,0.9234,0.7436,0.796,0.7741,0.2655
44,inconsistent,5,3,Understanding,0.6216,0.6875,0.059,0.926,0.6892,0.9509,0.6246,0.4837
44,inconsistent,6,3,Understanding,0.6553,0.7211,0.2786,0.6766,0.866,0.8333,0.8616,0.4423
44,inconsistent,7,2,Struggling but Trying,0.4015,0.4234,0.179,0.8297,0.8483,0.7566,0.5624,0.8394
44,inconsistent,8,3,Understanding,0.5452,0.6735,0.0737,0.4132,0.8272,0.7148,0.7462,0.7568
45,inconsistent,0,1,Unclear,0.1933,0.2869,0.4557,0.3454,0.1046,0.3407,0.5452,0.7523
45,inconsistent,1,1,Unclear,0.233,0.3513,0.4236,0.137,0.2491,0.5355,0.337,0.7743
45,inconsistent,2,1,Unclear,0.2857,0.4592,0.3987,0.3167,0.3385,0.3915,0.3406,0.8638
45,inconsistent,3,2,Struggling but Trying,0.361,0.4508,0.3201,0.5052,0.8082,0.868,0.5156,0.9351
45,inconsistent,4,1,Unclear,0.1566,0.2596,0.3424,0.2459,0.2134,0.4426,0.2883,0.6127
45,inconsistent,5,0,Not Trying,0.1678,0.1699,0.3472,0.0705,0.0252,0.2005,0.3333,0.5566
45,inconsistent,6,3,Understanding,0.6155,0.7859,0.1408,0.4615,0.7925,0.9148,0.5386,0.4488
45,inconsistent,7,3,Understanding,0.5741,0.8048,0.0734,0.5169,0.7275,0.6821,0.5888,0.5461
45,inconsistent,8,4,Confident,0.7895,0.8654,0.1469,0.9486,0.6702,0.9219,0.7481,0.4874
46,strong,0,3,Understanding,0.9013,0.7591,0.0184,0.5873,0.7937,0.8868,0.6408,0.4558
46,strong,1,4,Confident,0.8932,0.7206,0.0,0.8282,0.8959,1.0,0.9513,0.2873
46,strong,2,4,Confident,0.8133,0.8347,0.0,0.6502,0.79,0.8241,0.9394,0.321
46,strong,3,4,Confident,0.9357,0.8457,0.0913,0.7129,0.7944,0.8869,0.7629,0.2567
46,strong,4,3,Understanding,0.6473,0.5875,0.2466,0.7779,0.7645,1.0,0.6254,0.8441
46,strong,5,1,Unclear,0.2755,0.3102,0.3872,0.4003,0.3363,0.731,0.3811,0.7352
46,strong,6,3,Understanding,0.7418,0.6866,0.0592,0.5568,1.0,0.7157,0.4606,0.3592
46,strong,7,3,Understanding,0.7547,0.7555,0.1877,0.5726,0.7409,0.6361,0.5694,0.3307
46,strong,8,3,Understanding,0.8064,0.7689,0.2177,0.6547,0.7932,0.521,0.7622,0.473
47,fast_learner,0,1,Unclear,0.1788,0.4065,0.419,0.1358,0.2323,0.406,0.3036,0.5229
47,fast_learner,1,1,Unclear,0.1678,0.3586,0.2319,0.2861,0.477,0.3308,0.3232,0.8332
47,fast_learner,2,3,Understanding,0.6426,0.8163,0.0894,0.7825,0.7515,0.7054,0.7124,0.4917
47,fast_learner,3,2,Struggling but Trying,0.3952,0.5041,0.2938,0.6345,0.627,0.9322,0.4606,0.5788
47,fast_learner,4,3,Understanding,0.9234,0.8002,0.2627,0.6602,0.5006,0.5103,0.6832,0.373
47,fast_learner,5,3,Understanding,0.6937,0.7616,0.0,0.5961,0.8812,0.6102,0.7631,0.387
48,inconsistent,0,1,Unclear,0.3409,0.2348,0.4614,0.1977,0.3811,0.5336,0.4131,0.7438
48,inconsistent,1,3,Understanding,0.565,0.7872,0.1386,0.7879,0.6946,0.5673,0.7756,0.4019
48,inconsistent,2,1,Unclear,0.1853,0.5144,0.2623,0.2595,0.3629,0.358,0.393,0.9095
48,inconsistent,3,3,Understanding,0.7395,0.4251,0.1161,0.6124,0.6018,0.8906,0.6076,0.4269
48,inconsistent,4,1,Unclear,0.0583,0.2368,0.4461,0.0468,0.258,0.448,0.5767,0.7999
48,inconsistent,5,2,Struggling but Trying,0.5805,0.4259,0.4009,0.3869,0.8788,0.7472,0.2663,0.7218
48,inconsistent,6,1,Unclear,0.2005,0.4054,0.2917,0.3744,0.4031,0.4921,0.2926,0.7197
48,inconsistent,7,3,Understanding,0.9062,0.7939,0.2176,1.0,0.7619,0.813,0.7415,0.3188
48,inconsistent,8,3,Understanding,0.6494,0.7648,0.1026,0.6666,0.8305,0.8622,0.629,0.3629
49,fast_learner,0,2,Struggling but Trying,0.4666,0.5779,0.391,0.5841,0.8202,0.8083,0.3124,0.716
49,fast_learner,1,2,Struggling but Trying,0.4465,0.3114,0.2603,0.5567,0.7162,0.7679,0.4634,0.6097
49,fast_learner,2,3,Understanding,0.6652,0.7764,0.2888,0.7439,0.5238,0.7198,0.6834,0.4731
49,fast_learner,3,3,Understanding,0.6083,0.7065,0.162,0.7491,0.6033,0.7051,0.2985,0.3692
49,fast_learner,4,4,Confident,0.778,0.8666,0.0444,0.5289,0.7759,0.6793,0.9131,0.0834
49,fast_learner,5,4,Confident,0.8517,0.8803,0.0625,0.7694,0.5656,0.608,0.7741,0.2489
49,fast_learner,6,2,Struggling but Trying,0.5125,0.4721,0.2035,0.5166,0.7771,0.8422,0.6442,0.663
49,fast_learner,7,0,Not Trying,0.0926,0.1477,0.0499,0.0,0.0,0.0604,0.0755,0.3966
49,fast_learner,8,1,Unclear,0.3084,0.4101,0.2596,0.2688,0.127,0.4357,0.4019,0.8072
50,inconsistent,0,3,Understanding,0.5752,0.771,0.2871,0.7092,0.6952,0.4646,0.3871,0.4668
50,inconsistent,1,3,Understanding,0.5894,0.7066,0.1315,0.7633,0.7164,0.9097,0.651,0.435
50,inconsistent,2,3,Understanding,0.6022,0.9814,0.1575,0.6957,0.763,0.994,0.753,0.2413
50,inconsistent,3,4,Confident,0.8459,0.8607,0.0,0.8631,0.6718,0.813,0.8131,0.5003
50,inconsistent,4,1,Unclear,0.2547,0.3564,0.3127,0.4327,0.3105,0.4452,0.4772,0.63
51,disengaged,0,1,Unclear,0.3221,0.4962,0.2654,0.3284,0.2368,0.4704,0.4504,0.7132
51,disengaged,1,0,Not Trying,0.0,0.0119,0.1491,0.2977,0.2235,0.0,0.4847,0.6217
51,disengaged,2,0,Not Trying,0.0197,0.2596,0.155,0.0,0.1333,0.0,0.271,0.6479
51,disengaged,3,0,Not Trying,0.0001,0.2389,0.1975,0.2072,0.1649,0.3406,0.3953,0.5345
51,disengaged,4,1,Unclear,0.2263,0.2288,0.2545,0.2662,0.379,0.6873,0.3446,0.8305
52,inconsistent,0,3,Understanding,0.6756,0.8322,0.1836,0.5071,0.7194,0.9643,0.6264,0.5082
52,inconsistent,1,3,Understanding,0.5963,0.7511,0.0,0.5749,0.8291,0.7964,0.6104,0.508
52,inconsistent,2,1,Unclear,0.2513,0.4157,0.2773,0.3048,0.3125,0.2939,0.2303,0.9039
52,inconsistent,3,2,Struggling but Trying,0.3176,0.346,0.2888,0.7373,0.7276,0.9699,0.4458,0.8113
52,inconsistent,4,4,Confident,0.9738,0.8165,0.1363,0.7023,0.7712,0.8458,0.83,0.3026
53,fast_learner,0,4,Confident,0.8039,0.9068,0.0,0.6578,0.8741,0.5785,0.9705,0.2171
53,fast_learner,1,4,Confident,0.921,0.9081,0.0,0.8861,0.7636,0.6367,0.8279,0.4296
53,fast_learner,2,4,Confident,0.9517,0.731,0.0991,0.9021,0.8371,0.902,0.8972,0.2406
53,fast_learner,3,3,Understanding,0.5102,0.734,0.1386,0.7169,0.5395,0.8339,0.9171,0.4602
53,fast_learner,4,3,Understanding,0.7309,0.9032,0.0176,0.6744,0.604,0.6789,0.6436,0.6252
53,fast_learner,5,4,Confident,0.9248,0.8123,0.2993,0.7487,0.6815,0.5693,1.0,0.3759
54,strong,0,3,Understanding,0.707,0.7806,0.0,0.8262,0.7944,0.7449,0.7339,0.3505
54,strong,1,2,Struggling but Trying,0.4037,0.3147,0.3862,0.693,0.6658,0.8453,0.3655,0.7927
54,strong,2,3,Understanding,0.6117,0.8052,0.1136,0.8927,0.7056,0.6296,0.8095,0.532
54,strong,3,4,Confident,0.9991,0.7847,0.0373,0.7794,0.5951,0.7657,1.0,0.2809
54,strong,4,4,Confident,0.7244,1.0,0.041,0.7223,0.7171,0.6079,1.0,0.1989
55,hardworking_struggler,0,2,Struggling but Trying,0.5353,0.5719,0.3623,0.5918,0.7221,1.0,0.2821,0.7506
55,hardworking_struggler,1,3,Understanding,0.7402,0.6571,0.1515,0.6297,0.5102,0.7512,0.5069,0.2245
55,hardworking_struggler,2,2,Struggling but Trying,0.4988,0.5527,0.3567,0.3181,0.5867,1.0,0.2639,0.8294
55,hardworking_struggler,3,3,Understanding,0.708,0.6367,0.1762,0.6664,0.6462,0.6135,0.6848,0.2923
55,hardworking_struggler,4,3,Understanding,0.9626,0.835,0.1918,0.6397,0.4673,0.5781,0.8168,0.3473
55,hardworking_struggler,5,2,Struggling but Trying,0.4334,0.3938,0.1773,0.5439,0.643,0.7037,0.2984,0.8179
55,hardworking_struggler,6,1,Unclear,0.2321,0.4097,0.3358,0.2666,0.4065,0.5869,0.3309,0.7105
56,hardworking_struggler,0,1,Unclear,0.2945,0.3955,0.3781,0.3055,0.4336,0.6216,0.4685,0.6869
56,hardworking_struggler,1,2,Struggling but Trying,0.4728,0.5632,0.3282,0.5796,0.6617,0.8912,0.7699,0.7013
56,hardworking_struggler,2,2,Struggling but Trying,0.4054,0.4512,0.4544,0.4692,0.6931,0.5936,0.3015,0.5279
56,hardworking_struggler,3,2,Struggling but Trying,0.73,0.4633,0.1333,0.658,0.6628,0.9689,0.3633,0.6679
56,hardworking_struggler,4,2,Struggling but Trying,0.5258,0.4773,0.2503,0.5261,0.5974,0.8516,0.1677,0.6923
56,hardworking_struggler,5,2,Struggling but Trying,0.4803,0.559,0.2935,0.6904,0.861,0.858,0.5206,0.8476
56,hardworking_struggler,6,1,Unclear,0.1156,0.392,0.4046,0.4309,0.2376,0.3822,0.4098,0.6907
56,hardworking_struggler,7,2,Struggling but Trying,0.4875,0.3148,0.2055,0.7122,0.969,0.642,0.3572,0.7555
56,hardworking_struggler,8,3,Understanding,0.6507,0.6523,0.2749,0.605,0.7867,0.558,0.6277,0.2343
57,strong,0,2,Struggling but Trying,0.3751,0.4779,0.3301,0.6679,0.435,0.6919,0.4207,0.7371
57,strong,1,2,Struggling but Trying,0.4768,0.4695,0.2473,0.5205,0.8878,0.7048,0.3918,0.7738
57,strong,2,3,Understanding,0.67,0.7959,0.2432,0.6423,0.6747,0.7072,0.6167,0.5611
57,strong,3,4,Confident,0.9035,0.7375,0.0,1.0,0.7287,0.6993,1.0,0.2866
57,strong,4,4,Confident,0.8662,0.8181,0.033,0.6341,0.7394,0.8385,1.0,0.2612
57,strong,5,4,Confident,0.8706,1.0,0.1366,0.7027,0.8209,0.7035,0.674,0.2047
57,strong,6,4,Confident,0.6928,0.7351,0.051,0.751,0.7974,0.6421,0.9428,0.0961
58,disengaged,0,3,Understanding,0.7417,0.8664,0.1515,0.7175,0.7021,0.6166,0.5863,0.2925
58,disengaged,1,0,Not Trying,0.0902,0.0377,0.132,0.0,0.0956,0.1365,0.4829,0.5421
58,disengaged,2,0,Not Trying,0.0,0.1556,0.0019,0.0004,0.0285,0.1056,0.142,0.3162
58,disengaged,3,0,Not Trying,0.0,0.2127,0.0,0.0,0.2749,0.1173,0.3417,0.5835
58,disengaged,4,0,Not Trying,0.0,0.1269,0.0,0.3436,0.0,0.0638,0.1647,0.3054
58,disengaged,5,1,Unclear,0.4922,0.3024,0.218,0.0316,0.3207,0.4589,0.2653,0.7288
59,strong,0,3,Understanding,0.7666,0.7013,0.2088,0.7448,0.5294,0.5636,0.5518,0.3127
59,strong,1,4,Confident,0.9151,0.9599,0.0896,0.825,0.894,0.8611,0.8589,0.4425
59,strong,2,4,Confident,0.8496,0.7662,0.1203,0.9484,0.7439,0.97,0.5939,0.2428
59,strong,3,3,Understanding,0.6273,0.9384,0.1134,0.6011,0.7031,0.4896,0.5512,0.5778
59,strong,4,4,Confident,0.7971,0.981,0.184,0.862,0.6954,0.7689,0.7455,0.1207
59,strong,5,4,Confident,0.8182,0.7465,0.0,0.8263,0.7782,1.0,0.7631,0.2885
59,strong,6,4,Confident,0.8546,0.9244,0.1275,0.8393,0.7193,0.7535,0.6722,0.1452
59,strong,7,4,Confident,0.7676,0.894,0.1697,0.691,0.784,0.6656,0.8104,0.1603
60,fast_learner,0,1,Unclear,0.2254,0.285,0.2247,0.3304,0.4574,0.5355,0.641,0.8859
60,fast_learner,1,3,Understanding,0.6682,0.747,0.0362,0.79,0.7434,0.7833,0.7393,0.674
60,fast_learner,2,4,Confident,0.8687,1.0,0.1468,0.7615,0.7506,0.8254,0.897,0.0736
60,fast_learner,3,4,Confident,0.7913,0.7535,0.0,0.8762,0.7297,0.8255,0.6908,0.19
60,fast_learner,4,4,Confident,0.9395,0.7775,0.0662,1.0,0.7479,0.7099,0.8274,0.262
61,disengaged,0,1,Unclear,0.2351,0.3335,0.2934,0.2788,0.3573,0.6156,0.3371,0.7519
61,disengaged,1,1,Unclear,0.3072,0.3876,0.4366,0.3856,0.4206,0.4872,0.3818,0.8383
61,disengaged,2,1,Unclear,0.1872,0.3681,0.3915,0.2011,0.341,0.4878,0.062,0.6715
61,disengaged,3,1,Unclear,0.234,0.4916,0.2284,0.201,0.0365,0.4375,0.2986,0.6337
61,disengaged,4,1,Unclear,0.3361,0.3578,0.3129,0.4231,0.3476,0.3936,0.1269,0.6426
62,fast_learner,0,1,Unclear,0.1735,0.2315,0.4052,0.0882,0.416,0.6063,0.4067,0.6714
62,fast_learner,1,1,Unclear,0.2671,0.2722,0.535,0.2578,0.4431,0.1856,0.5159,0.8909
62,fast_learner,2,3,Understanding,0.7559,0.7559,0.0557,0.7157,0.603,0.6709,0.7965,0.5767
62,fast_learner,3,4,Confident,0.8066,0.7854,0.1233,0.68,0.7928,0.8971,0.8385,0.3813
62,fast_learner,4,3,Understanding,0.6786,0.6023,0.2217,0.558,0.742,0.7407,0.5131,0.3708
62,fast_learner,5,4,Confident,0.9002,0.7491,0.0805,0.7825,1.0,0.8371,0.8005,0.4346
62,fast_learner,6,4,Confident,0.8894,1.0,0.0384,0.592,0.7025,0.9891,0.8989,0.1409
62,fast_learner,7,3,Understanding,0.644,0.7361,0.2538,0.7763,0.7547,0.5769,0.4774,0.5193
62,fast_learner,8,4,Confident,0.8574,0.8804,0.0,0.6771,0.7387,0.8655,0.988,0.3289
62,fast_learner,9,4,Confident,0.8054,0.7429,0.0,0.8492,0.7904,0.527,0.7479,0.4066
63,hardworking_struggler,0,1,Unclear,0.2884,0.39,0.3132,0.2127,0.6046,0.6304,0.4569,0.7749
63,hardworking_struggler,1,1,Unclear,0.3778,0.2657,0.3783,0.1033,0.1051,0.5414,0.2448,0.4414
63,hardworking_struggler,2,2,Struggling but Trying,0.662,0.639,0.2743,0.5511,0.8565,0.9459,0.3553,0.7544
63,hardworking_struggler,3,2,Struggling but Trying,0.5054,0.4867,0.288,0.7156,0.8951,0.8621,0.6235,0.6998
63,hardworking_struggler,4,3,Understanding,0.7543,1.0,0.0008,0.5673,0.7503,0.8016,0.9035,0.3631
64,fast_learner,0,3,Understanding,0.6039,0.8408,0.2429,0.722,0.7245,0.7794,0.6398,0.5333
64,fast_learner,1,3,Understanding,0.6151,0.5951,0.0448,0.6767,0.6968,0.778,0.7151,0.3684
64,fast_learner,2,2,Struggling but Trying,0.4232,0.4567,0.3482,0.3296,0.6551,0.9275,0.1741,0.8953
64,fast_learner,3,2,Struggling but Trying,0.4131,0.5292,0.4119,0.494,0.8541,0.7128,0.3379,0.6461
64,fast_learner,4,2,Struggling but Trying,0.5658,0.4816,0.1729,0.4201,0.7974,1.0,0.4512,0.6997
64,fast_learner,5,1,Unclear,0.2261,0.3122,0.2542,0.469,0.0453,0.6037,0.2897,0.6467
64,fast_learner,6,3,Understanding,0.6286,0.632,0.107,0.6997,0.647,0.5454,0.5375,0.6166
64,fast_learner,7,4,Confident,0.9251,0.8239,0.0,1.0,0.7274,0.7424,0.9925,0.1561
65,hardworking_struggler,0,1,Unclear,0.4592,0.3836,0.1122,0.3392,0.3545,0.5056,0.382,0.6963
65,hardworking_struggler,1,2,Struggling but Trying,0.5113,0.4458,0.2052,0.9129,0.6641,0.813,0.2056,0.7651
65,hardworking_struggler,2,2,Struggling but Trying,0.4058,0.6045,0.3472,0.6182,0.5375,1.0,0.2451,0.9487
65,hardworking_struggler,3,2,Struggling but Trying,0.5077,0.4145,0.3152,0.4935,0.7535,0.7675,0.135,0.8958
65,hardworking_struggler,4,2,Struggling but Trying,0.4015,0.444,0.3358,0.4427,0.4794,0.8529,0.4675,0.724
65,hardworking_struggler,5,2,Struggling but Trying,0.4589,0.3535,0.1973,0.4599,0.8513,0.7529,0.3418,1.0
65,hardworking_struggler,6,2,Struggling but Trying,0.4839,0.463,0.2404,0.2876,0.8662,0.8583,0.3767,0.7322
66,disengaged,0,1,Unclear,0.1364,0.5272,0.4376,0.0357,0.1683,0.4828,0.2886,0.5278
66,disengaged,1,2,Struggling but Trying,0.4813,0.5475,0.2308,0.6367,0.7043,0.7632,0.4794,0.5382
66,disengaged,2,0,Not Trying,0.0682,0.2781,0.0,0.0,0.0,0.2325,0.3086,0.4396
66,disengaged,3,1,Unclear,0.1233,0.3452,0.3034,0.2177,0.5357,0.4893,0.5151,0.6307
66,disengaged,4,1,Unclear,0.2445,0.1802,0.4928,0.2838,0.4396,0.4022,0.3286,0.5873
66,disengaged,5,0,Not Trying,0.0811,0.1867,0.2358,0.1888,0.1518,0.0152,0.2096,0.3695
66,disengaged,6,0,Not Trying,0.0671,0.0109,0.0811,0.0,0.0536,0.0,0.3687,0.5491
66,disengaged,7,0,Not Trying,0.1348,0.1077,0.1818,0.0,0.0,0.2433,0.0194,0.4952
66,disengaged,8,1,Unclear,0.2601,0.2422,0.3924,0.3023,0.518,0.5009,0.2501,0.6679
66,disengaged,9,1,Unclear,0.2906,0.409,0.5969,0.2254,0.3179,0.4252,0.3776,0.7496
67,fast_learner,0,2,Struggling but Trying,0.5038,0.4988,0.2685,0.8412,0.652,0.8387,0.3025,0.9821
67,fast_learner,1,3,Understanding,0.6322,0.7513,0.1458,0.588,0.791,0.8006,0.678,0.4446
67,fast_learner,2,4,Confident,0.9029,0.8559,0.0,1.0,0.6239,0.8556,0.8084,0.4787
67,fast_learner,3,4,Confident,0.8065,0.753,0.0823,0.6352,0.6926,0.5202,0.8813,0.185
67,fast_learner,4,4,Confident,0.9886,0.7192,0.1297,0.7159,0.9422,0.8974,0.719,0.1308
67,fast_learner,5,4,Confident,0.8538,0.8331,0.1772,0.7102,0.761,0.9241,0.9552,0.2293
67,fast_learner,6,4,Confident,0.7061,0.7444,0.0818,0.7835,0.759,0.9351,0.6956,0.2193
67,fast_learner,7,4,Confident,0.8096,0.9931,0.1409,0.8348,0.9653,0.6051,0.849,0.2976
68,hardworking_struggler,0,3,Understanding,0.7691,0.8058,0.1472,0.4277,0.584,0.8234,0.6528,0.0998
68,hardworking_struggler,1,4,Confident,0.8937,0.7681,0.1495,0.7187,0.6674,0.8466,1.0,0.4611
68,hardworking_struggler,2,4,Confident,0.9262,0.9291,0.0,0.8773,0.6619,0.8414,0.8204,0.3152
68,hardworking_struggler,3,2,Struggling but Trying,0.1427,0.5179,0.3642,0.6035,0.7377,1.0,0.4405,0.8069
68,hardworking_struggler,4,3,Understanding,0.7363,0.6102,0.0,0.5927,0.7913,0.7041,0.7542,0.4693
68,hardworking_struggler,5,3,Understanding,0.6705,0.7468,0.1706,0.8302,0.4952,0.6904,0.7603,0.651
68,hardworking_struggler,6,3,Understanding,0.6707,0.7757,0.2069,0.6068,0.7396,0.9035,0.8958,0.5465
